name,country_code,year,surface_temp
Iceland,ISL,1985,-3.9533646
Iceland,ISL,1985,-0.5999492
Iceland,ISL,1985,2.8650146
Iceland,ISL,1985,5.9517436
Iceland,ISL,1985,7.2572603
Iceland,ISL,1985,6.61545
Iceland,ISL,1985,3.1258173
Iceland,ISL,1985,2.9870195
Iceland,ISL,1985,-4.2316985
Iceland,ISL,1985,-6.2523675
Iceland,ISL,1986,-3.9579284
Iceland,ISL,1986,-3.0880525
Iceland,ISL,1986,-2.4287488
Iceland,ISL,1986,-0.35648486
Iceland,ISL,1986,1.0371888
Iceland,ISL,1986,6.475614
Iceland,ISL,1986,7.8454742
Iceland,ISL,1986,7.3624926
Iceland,ISL,1986,3.9684937
Iceland,ISL,1986,-1.2866855
Iceland,ISL,1986,-2.931931
Iceland,ISL,1986,-3.879724
Iceland,ISL,1987,-0.43351018
Iceland,ISL,1987,-2.97293
Iceland,ISL,1987,-3.0985076
Iceland,ISL,1987,0.047891397
Iceland,ISL,1987,3.2457225
Iceland,ISL,1987,6.72654
Iceland,ISL,1987,8.815786
Iceland,ISL,1987,8.051066
Iceland,ISL,1987,4.4876127
Iceland,ISL,1987,-0.9973832
Iceland,ISL,1987,0.7441319
Iceland,ISL,1987,-0.30864713
Iceland,ISL,1988,-6.8106318
Iceland,ISL,1988,-5.01594
Iceland,ISL,1988,-4.868174
Iceland,ISL,1988,-3.9918644
Iceland,ISL,1988,2.8700912
Iceland,ISL,1988,7.019904
Iceland,ISL,1988,7.872178
Iceland,ISL,1988,8.018878
Iceland,ISL,1988,4.04122
Iceland,ISL,1988,0.45373037
Iceland,ISL,1988,-0.8945263
Iceland,ISL,1988,-3.0955806
Iceland,ISL,1989,-3.4474444
Iceland,ISL,1989,-6.5021906
Iceland,ISL,1989,-4.4739304
Iceland,ISL,1989,-1.6981727
Iceland,ISL,1989,1.519318
Iceland,ISL,1989,5.3070083
Iceland,ISL,1989,8.446273
Iceland,ISL,1989,7.463992
Iceland,ISL,1989,4.2299438
Iceland,ISL,1989,1.5328888
Iceland,ISL,1989,-1.5292326
Iceland,ISL,1989,-3.7093353
Iceland,ISL,1990,-2.5736523
Iceland,ISL,1990,-4.5533195
Iceland,ISL,1990,-5.675574
Iceland,ISL,1990,-3.2579033
Iceland,ISL,1990,3.7199566
Iceland,ISL,1990,6.7460365
Iceland,ISL,1990,8.888203
Iceland,ISL,1990,8.0722065
Iceland,ISL,1990,3.5202503
Iceland,ISL,1990,1.4017981
Iceland,ISL,1990,-0.40334624
Iceland,ISL,1990,-4.0087714
Iceland,ISL,1991,-1.6727377
Iceland,ISL,1991,-1.7436044
Iceland,ISL,1991,-1.0831503
Iceland,ISL,1991,-2.6236107
Iceland,ISL,1991,4.04088
Iceland,ISL,1991,6.210886
Iceland,ISL,1991,10.496284
Iceland,ISL,1991,8.466596
Iceland,ISL,1991,4.562621
Iceland,ISL,1991,1.5004902
Iceland,ISL,1991,-3.2637696
Iceland,ISL,1991,-2.3656914
Iceland,ISL,1992,-0.48240468
Iceland,ISL,1992,-3.5947788
Iceland,ISL,1992,-3.185335
Iceland,ISL,1992,-1.1048733
Iceland,ISL,1992,2.1907783
Iceland,ISL,1992,5.7774014
